label,text
fake,Training happens on WhatsApp group. Register now: https://bit.ly/psthergby0. Guaranteed income Rs 2500 weekly
real,"Operations Manager — Remote. Familiar with Figma, design systems and accessibility. HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Email your CV to careers@acme.lk with subject 'Operations Manager - Remote'"
fake,PROCESSING FEE OF RS 1500 REFUNDABLE AFTER FIRST MONTH. IMMEDIATE JOINING TODAY ONLY. SEND NIC PHOTO AND BANK OTP FOR VERIFICATION
fake,Message on Messenger only. Make Rs 20000 per hour no experience needed. Training fee Rs 3500 mandatory for onboarding. Immediate joining today only
real,"Software Engineer — Hybrid-Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 250000 - Rs 380000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Analyze datasets and produce actionable insights. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.mas.lk/jobs/3512"
fake,Rs 5000 for liking and commenting posts. Fill the form: https://short.gy/7tng1755x. No resume required. Pay Rs 7500 registration fee to start work from home. Chat on WhatsApp +94745529152 now to claim your spot
real,"HR Assistant — Kurunegala. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 250000 - Rs 280000 (based on experience). BSc in Information Systems or related field. Analyze datasets and produce actionable insights. Career growth and mentorship programs. Email your CV to talent@acme.lk with subject 'HR Assistant - Kurunegala'"
fake,Send NIC photo and bank OTP for verification. Register now: https://is.gd/mbn3ax5a. Earn Rs 15000/day for simple copy paste work. Immediate joining today only. Processing fee of Rs 3500 refundable after first month
fake,Training happens on WhatsApp group. Security deposit Rs 2500 required to activate your ID. Message on Messenger only. Rs 15000 for liking and commenting posts
real,"Data Analyst — Kurunegala. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 120000 - Rs 280000 (based on experience). BSc in Computer Science or equivalent experience. Design, implement and maintain scalable services. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.techwave.io/jobs/6265"
fake,GUARANTEED INCOME RS 20000 WEEKLY. CONTACT VIA WHATSAPP ONLY +94720720198. LIMITED SEATS HURRY UP. TRAINING FEE RS 3500 MANDATORY FOR ONBOARDING. PAYMENT VIA USDT OR BITCOIN ONLY
real,"Frontend Developer — Remote. Knowledge of Linux, Docker and CI/CD pipelines. BSc in Computer Science or equivalent experience. Responsibilities include collaborating with cross-functional teams. Competitive salary and health insurance. Apply via company website: https://careers.techwave.io/jobs/2848"
fake,Earn Rs 5000/day for simple copy paste work. Training fee Rs 3500 mandatory for onboarding. No resume required. Register now: https://is.gd/yz2zeoeg
real,"DevOps Engineer — Kurunegala. Hands-on with VLANs, routing protocols, IPv6 and firewalls. BSc in Computer Science or equivalent experience. Maintain network infrastructure and documentation. Career growth and mentorship programs. Email your CV to careers@techwave.io with subject 'DevOps Engineer - Kurunegala'"
real,"Software Engineer — Kandy. Familiar with Figma, design systems and accessibility. Salary: Rs 150000 - Rs 320000 (based on experience). HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Competitive salary and health insurance. Email your CV to careers@fintek.co with subject 'Software Engineer - Kandy'"
fake,EARN  RS  50000/DAY  FOR  SIMPLE  COPY  PASTE  WORK.  LIMITED  SEATS  HURRY  UP.  TRAINING  HAPPENS  ON  WHATSAPP  GROUP
fake,DM US ON TELEGRAM @XWHWWCJC TO PROCEED. REGISTER NOW: HTTPS://TINYURL.COM/OKZIXZ. TRAINING FEE RS 2500 MANDATORY FOR ONBOARDING
real,"Marketing Executive — Remote. Familiar with Figma, design systems and accessibility. Salary: Rs 250000 - Rs 380000 (based on experience). BSc in Information Systems or related field. Maintain network infrastructure and documentation. Flexible hours, EPF/ETF and transport allowance. Email your CV to recruitment@fintek.co with subject 'Marketing Executive - Remote'"
fake,Payment  via  USDT  or  Bitcoin  only.  Processing  fee  of  Rs  5000  refundable  after  first  month.  Contact  via  WhatsApp  only  +94747852489.  Earn  Rs  7500/day  for  simple  copy  paste  work
fake,IMMEDIATE JOINING TODAY ONLY. MESSAGE ON MESSENGER ONLY. GUARANTEED INCOME RS 7500 WEEKLY. SEND NIC PHOTO AND BANK OTP FOR VERIFICATION
fake,Join  now:  https://tinyurl.com/zp0cd46xt.  DM  us  on  Telegram  @nwojewaw  to  proceed.  Training  happens  on  WhatsApp  group.  No  resume  required.  Processing  fee  of  Rs  500  refundable  after  first  month
real,"HR Assistant — Kurunegala. Familiar with Figma, design systems and accessibility. HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Career growth and mentorship programs. Submit application through our ATS: https://careers.fintek.co/jobs/9630"
real,"Network Engineer — Hybrid-Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 120000 - Rs 380000 (based on experience). BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.techwave.io/jobs/3167"
real,"Accountant — Kurunegala. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 150000 - Rs 320000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Design, implement and maintain scalable services. Competitive salary and health insurance. Submit application through our ATS: https://careers.acme.lk/jobs/5316"
fake,Message on Messenger only. Earn Rs 7500/day for simple copy paste work. Pay Rs 1500 registration fee to start work from home. Fill the form: https://bit.ly/86dx2f
fake,Message on Messenger only. Training happens on WhatsApp group. Rs 20000 for liking and commenting posts. Apply here: https://is.gd/x3pborbkp
real,"Operations Manager — Hybrid-Colombo. Familiar with Figma, design systems and accessibility. Salary: Rs 250000 - Rs 280000 (based on experience). BSc in Information Systems or related field. Analyze datasets and produce actionable insights. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.fintek.co/jobs/1172"
fake,Pay Rs 5000 registration fee to start work from home. Payment via USDT or Bitcoin only. Fill the form: https://t.co/4a4ipvwop7. Make Rs 10000 per hour no experience needed. Limited seats hurry up
real,"UX Designer — Hybrid-Colombo. Experience with React, Next.js and TypeScript. HND or equivalent diploma acceptable with experience. Design, implement and maintain scalable services. Flexible hours, EPF/ETF and transport allowance. Email your CV to hr@fintek.co with subject 'UX Designer - Hybrid-Colombo'"
real,"Data Analyst — Remote. Familiar with Figma, design systems and accessibility. Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Competitive salary and health insurance. Email your CV to recruitment@oceanic.com with subject 'Data Analyst - Remote'"
fake,Apply here: https://bit.ly/d6t0z3k. Security deposit Rs 5000 required to activate your ID. Chat on WhatsApp +94775604935 now to claim your spot
fake,No interview required. Use your own money to buy starter kit. Rs 5000 for liking and commenting posts
real,"UX Designer — Kurunegala. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 200000 - Rs 280000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Conduct usability tests and iterate on feedback. Competitive salary and health insurance. Apply via company website: https://careers.mas.lk/jobs/9539"
real,"Software Engineer — Hybrid-Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Career growth and mentorship programs. Apply via company website: https://careers.acme.lk/jobs/5894"
fake,Security deposit Rs 500 required to activate your ID. Payment via USDT or Bitcoin only. Immediate joining today only
fake,PAYMENT VIA USDT OR BITCOIN ONLY. NO INTERVIEW REQUIRED. CONTACT VIA WHATSAPP ONLY +94782334886
real,"Marketing Executive — Kurunegala. Strong in Python, SQL and data visualization (Power BI/Tableau). HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Flexible hours, EPF/ETF and transport allowance. Email your CV to jobs@oceanic.com with subject 'Marketing Executive - Kurunegala'"
fake,NO RESUME REQUIRED. JOIN NOW: HTTPS://SHORT.GY/IT7O2C. CONTACT VIA WHATSAPP ONLY +94740503118. USE YOUR OWN MONEY TO BUY STARTER KIT. EARN RS 7500/DAY FOR SIMPLE COPY PASTE WORK
real,"UX Designer — Remote. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 200000 - Rs 320000 (based on experience). BSc in Computer Science or equivalent experience. Design, implement and maintain scalable services. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.acme.lk/jobs/7236"
fake,Immediate joining today only. Apply here: https://tinyurl.com/wuhh7whg. Contact via WhatsApp only +94705006667. Earn Rs 20000/day for simple copy paste work
real,"Frontend Developer — Kurunegala. Familiar with Figma, design systems and accessibility. Salary: Rs 150000 - Rs 380000 (based on experience). HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.techwave.io/jobs/2924"
real,"DevOps Engineer — Kurunegala. Familiar with Figma, design systems and accessibility. HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Email your CV to recruitment@techwave.io with subject 'DevOps Engineer - Kurunegala'"
real,"Data Analyst — Remote. Hands-on with VLANs, routing protocols, IPv6 and firewalls. HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.mas.lk/jobs/9673"
real,"Network Engineer — Hybrid-Colombo. Knowledge of Linux, Docker and CI/CD pipelines. HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Career growth and mentorship programs. Apply via company website: https://careers.techwave.io/jobs/9567"
real,"Operations Manager — Galle. Experience with React, Next.js and TypeScript. BSc in Information Systems or related field. Design, implement and maintain scalable services. Career growth and mentorship programs. Apply via company website: https://careers.mas.lk/jobs/7323"
real,"Network Engineer — Hybrid-Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. BSc in Computer Science or equivalent experience. Design, implement and maintain scalable services. Competitive salary and health insurance. Apply via company website: https://careers.techwave.io/jobs/4999"
fake,USE  YOUR  OWN  MONEY  TO  BUY  STARTER  KIT.  NO  RESUME  REQUIRED.  PAY  RS  500  REGISTRATION  FEE  TO  START  WORK  FROM  HOME.  EARN  RS  50000/DAY  FOR  SIMPLE  COPY  PASTE  WORK.  APPLY  HERE:  HTTPS://BIT.LY/SQ49BC
fake,EARN RS 10000/DAY FOR SIMPLE COPY PASTE WORK. JOIN NOW: HTTPS://BIT.LY/GGHOHS. LIMITED SEATS HURRY UP. TRAINING FEE RS 1500 MANDATORY FOR ONBOARDING
fake,Guaranteed income Rs 15000 weekly. Chat on WhatsApp +94769020020 now to claim your spot. Security deposit Rs 2500 required to activate your ID
real,"Marketing Executive — Kandy. Familiar with Figma, design systems and accessibility. Professional certifications are a plus (AWS, CCNA, PMP). Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Submit application through our ATS: https://careers.fintek.co/jobs/5191"
real,"Software Engineer — Galle. Familiar with Figma, design systems and accessibility. BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Apply via company website: https://careers.fintek.co/jobs/1246"
fake,Processing fee of Rs 5000 refundable after first month. Limited seats hurry up. DM us on Telegram @qblfwnuc to proceed. Fill the form: https://t.co/lva02dz61t. Send NIC photo and bank OTP for verification
real,"Network Engineer — Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 200000 - Rs 320000 (based on experience). HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Career growth and mentorship programs. Email your CV to jobs@mas.lk with subject 'Network Engineer - Colombo'"
real,"Network Engineer — Hybrid-Colombo. Experience with React, Next.js and TypeScript. Professional certifications are a plus (AWS, CCNA, PMP). Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.mas.lk/jobs/7823"
real,"Operations Manager — Remote. Experience with React, Next.js and TypeScript. HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Flexible hours, EPF/ETF and transport allowance. Email your CV to jobs@mas.lk with subject 'Operations Manager - Remote'"
real,"HR Assistant — Remote. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 120000 - Rs 320000 (based on experience). HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Apply via company website: https://careers.techwave.io/jobs/3551"
real,"HR Assistant — Galle. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 250000 - Rs 380000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Conduct usability tests and iterate on feedback. Flexible hours, EPF/ETF and transport allowance. Email your CV to recruitment@fintek.co with subject 'HR Assistant - Galle'"
fake,Make Rs 5000 per hour no experience needed. Fill the form: https://tinyurl.com/zmkbf6x. Contact via WhatsApp only +94734908784
fake,Apply here: https://tinyurl.com/whb16sj4. Message on Messenger only. Guaranteed income Rs 20000 weekly
real,"Operations Manager — Hybrid-Colombo. Experience with React, Next.js and TypeScript. BSc in Computer Science or equivalent experience. Responsibilities include collaborating with cross-functional teams. Flexible hours, EPF/ETF and transport allowance. Email your CV to careers@fintek.co with subject 'Operations Manager - Hybrid-Colombo'"
real,"Frontend Developer — Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Email your CV to recruitment@oceanic.com with subject 'Frontend Developer - Colombo'"
real,"Network Engineer — Kandy. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 200000 - Rs 320000 (based on experience). BSc in Computer Science or equivalent experience. Conduct usability tests and iterate on feedback. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.acme.lk/jobs/9340"
fake,SECURITY DEPOSIT RS 1500 REQUIRED TO ACTIVATE YOUR ID. RS 7500 FOR LIKING AND COMMENTING POSTS. IMMEDIATE JOINING TODAY ONLY
real,"Marketing Executive — Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 150000 - Rs 320000 (based on experience). BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Email your CV to jobs@techwave.io with subject 'Marketing Executive - Colombo'"
fake,Apply  here:  https://tinyurl.com/4aqs6q.  DM  us  on  Telegram  @bqvpddkm  to  proceed.  No  resume  required.  Earn  Rs  7500/day  for  simple  copy  paste  work
fake,Security deposit Rs 2500 required to activate your ID. Send NIC photo and bank OTP for verification. Chat on WhatsApp +94736450465 now to claim your spot. Earn Rs 50000/day for simple copy paste work
fake,CHAT ON WHATSAPP +94705814207 NOW TO CLAIM YOUR SPOT. PAY RS 7500 REGISTRATION FEE TO START WORK FROM HOME. REGISTER NOW: HTTPS://T.CO/IZCFNKLX. NO INTERVIEW REQUIRED
fake,JOIN  NOW:  HTTPS://BIT.LY/TE8N23Y.  PAYMENT  VIA  USDT  OR  BITCOIN  ONLY.  GUARANTEED  INCOME  RS  5000  WEEKLY
fake,EARN RS 5000/DAY FOR SIMPLE COPY PASTE WORK. APPLY HERE: HTTPS://BIT.LY/RK0ET6X1. CONTACT VIA WHATSAPP ONLY +94729587754. USE YOUR OWN MONEY TO BUY STARTER KIT. PROCESSING FEE OF RS 500 REFUNDABLE AFTER FIRST MONTH
real,"Data Analyst — Remote. Familiar with Figma, design systems and accessibility. Salary: Rs 200000 - Rs 320000 (based on experience). HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Flexible hours, EPF/ETF and transport allowance. Email your CV to recruitment@mas.lk with subject 'Data Analyst - Remote'"
fake,LIMITED SEATS HURRY UP. RS 15000 FOR LIKING AND COMMENTING POSTS. CONTACT VIA WHATSAPP ONLY +94710935892
fake,No resume required. DM us on Telegram @oetzorfv to proceed. Security deposit Rs 1500 required to activate your ID
fake,Chat on WhatsApp +94790266538 now to claim your spot. Training happens on WhatsApp group. Limited seats hurry up
real,"Frontend Developer — Hybrid-Colombo. Familiar with Figma, design systems and accessibility. Professional certifications are a plus (AWS, CCNA, PMP). Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Apply via company website: https://careers.oceanic.com/jobs/6314"
fake,Training happens on WhatsApp group. Make Rs 10000 per hour no experience needed. Join now: https://short.gy/beapfj. No resume required. Chat on WhatsApp +94725974662 now to claim your spot
real,"Frontend Developer — Remote. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 200000 - Rs 280000 (based on experience). BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.oceanic.com/jobs/4119"
real,"Network Engineer — Galle. Familiar with Figma, design systems and accessibility. HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Competitive salary and health insurance. Apply via company website: https://careers.fintek.co/jobs/9036"
real,"Frontend Developer — Kandy. Familiar with Figma, design systems and accessibility. Salary: Rs 120000 - Rs 280000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Analyze datasets and produce actionable insights. Hybrid work, learning budget and annual bonus. Email your CV to talent@techwave.io with subject 'Frontend Developer - Kandy'"
real,"DevOps Engineer — Kurunegala. Experience with React, Next.js and TypeScript. Salary: Rs 250000 - Rs 380000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.acme.lk/jobs/8998"
real,"HR Assistant — Galle. Familiar with Figma, design systems and accessibility. BSc in Computer Science or equivalent experience. Design, implement and maintain scalable services. Competitive salary and health insurance. Submit application through our ATS: https://careers.fintek.co/jobs/4373"
real,"DevOps Engineer — Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 250000 - Rs 280000 (based on experience). BSc in Computer Science or equivalent experience. Design, implement and maintain scalable services. Flexible hours, EPF/ETF and transport allowance. Email your CV to talent@techwave.io with subject 'DevOps Engineer - Colombo'"
real,"Data Analyst — Kandy. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Computer Science or equivalent experience. Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.oceanic.com/jobs/9994"
real,"Software Engineer — Hybrid-Colombo. Familiar with Figma, design systems and accessibility. Salary: Rs 120000 - Rs 220000 (based on experience). HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.mas.lk/jobs/7228"
fake,Processing fee of Rs 7500 refundable after first month. Limited seats hurry up. Training happens on WhatsApp group
fake,Send NIC photo and bank OTP for verification. No interview required. Security deposit Rs 5000 required to activate your ID. Make Rs 10000 per hour no experience needed. Contact via WhatsApp only +94784523563
real,"Frontend Developer — Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 250000 - Rs 220000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Responsibilities include collaborating with cross-functional teams. Hybrid work, learning budget and annual bonus. Email your CV to talent@mas.lk with subject 'Frontend Developer - Colombo'"
real,"UX Designer — Hybrid-Colombo. Familiar with Figma, design systems and accessibility. BSc in Information Systems or related field. Responsibilities include collaborating with cross-functional teams. Flexible hours, EPF/ETF and transport allowance. Email your CV to recruitment@oceanic.com with subject 'UX Designer - Hybrid-Colombo'"
real,"HR Assistant — Hybrid-Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. BSc in Information Systems or related field. Maintain network infrastructure and documentation. Career growth and mentorship programs. Email your CV to talent@oceanic.com with subject 'HR Assistant - Hybrid-Colombo'"
fake,Join now: https://tinyurl.com/qab224. Make Rs 15000 per hour no experience needed. Payment via USDT or Bitcoin only. No resume required
real,"UX Designer — Colombo. Familiar with Figma, design systems and accessibility. Salary: Rs 120000 - Rs 380000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Conduct usability tests and iterate on feedback. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.oceanic.com/jobs/7303"
fake,Fill  the  form:  https://tinyurl.com/fb4gp65q7o.  Limited  seats  hurry  up.  Send  NIC  photo  and  bank  OTP  for  verification
real,"Marketing Executive — Hybrid-Colombo. Knowledge of Linux, Docker and CI/CD pipelines. Salary: Rs 150000 - Rs 320000 (based on experience). BSc in Information Systems or related field. Maintain network infrastructure and documentation. Hybrid work, learning budget and annual bonus. Email your CV to jobs@techwave.io with subject 'Marketing Executive - Hybrid-Colombo'"
real,"Marketing Executive — Hybrid-Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Career growth and mentorship programs. Apply via company website: https://careers.fintek.co/jobs/2234"
real,"Frontend Developer — Kurunegala. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 150000 - Rs 380000 (based on experience). BSc in Computer Science or equivalent experience. Analyze datasets and produce actionable insights. Competitive salary and health insurance. Submit application through our ATS: https://careers.techwave.io/jobs/4334"
fake,Security deposit Rs 1500 required to activate your ID. Make Rs 10000 per hour no experience needed. DM us on Telegram @caswwewp to proceed
real,"UX Designer — Kandy. Hands-on with VLANs, routing protocols, IPv6 and firewalls. BSc in Information Systems or related field. Conduct usability tests and iterate on feedback. Hybrid work, learning budget and annual bonus. Email your CV to hr@techwave.io with subject 'UX Designer - Kandy'"
real,"Software Engineer — Kandy. Hands-on with VLANs, routing protocols, IPv6 and firewalls. BSc in Computer Science or equivalent experience. Design, implement and maintain scalable services. Career growth and mentorship programs. Submit application through our ATS: https://careers.acme.lk/jobs/4561"
real,"Data Analyst — Colombo. Familiar with Figma, design systems and accessibility. Salary: Rs 250000 - Rs 220000 (based on experience). HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Career growth and mentorship programs. Submit application through our ATS: https://careers.fintek.co/jobs/9027"
fake,Limited seats hurry up. Payment via USDT or Bitcoin only. Message on Messenger only
fake,PROCESSING FEE OF RS 2500 REFUNDABLE AFTER FIRST MONTH. EARN RS 5000/DAY FOR SIMPLE COPY PASTE WORK. APPLY HERE: HTTPS://TINYURL.COM/5GISE6JN5. CHAT ON WHATSAPP +94761821536 NOW TO CLAIM YOUR SPOT
real,"Operations Manager — Remote. Familiar with Figma, design systems and accessibility. HND or equivalent diploma acceptable with experience. Analyze datasets and produce actionable insights. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.fintek.co/jobs/9359"
fake,Make Rs 10000 per hour no experience needed. Register now: https://t.co/yi4qsoz. Processing fee of Rs 500 refundable after first month. Message on Messenger only. No interview required
fake,Training  happens  on  WhatsApp  group.  Apply  here:  https://short.gy/9gjzez4ss.  DM  us  on  Telegram  @vidunxkq  to  proceed.  No  interview  required
real,"Accountant — Colombo. Familiar with Figma, design systems and accessibility. Salary: Rs 200000 - Rs 320000 (based on experience). HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.mas.lk/jobs/1955"
real,"UX Designer — Kandy. Familiar with Figma, design systems and accessibility. Salary: Rs 200000 - Rs 320000 (based on experience). BSc in Computer Science or equivalent experience. Responsibilities include collaborating with cross-functional teams. Competitive salary and health insurance. Submit application through our ATS: https://careers.mas.lk/jobs/3103"
fake,PROCESSING  FEE  OF  RS  7500  REFUNDABLE  AFTER  FIRST  MONTH.  RS  20000  FOR  LIKING  AND  COMMENTING  POSTS.  NO  RESUME  REQUIRED
fake,Apply here: https://tinyurl.com/zjbmern. Payment via USDT or Bitcoin only. Security deposit Rs 1000 required to activate your ID. No resume required. Earn Rs 5000/day for simple copy paste work
fake,Guaranteed income Rs 15000 weekly. No interview required. Fill the form: https://tinyurl.com/hdhjo5ctz
real,"UX Designer — Remote. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 200000 - Rs 280000 (based on experience). BSc in Information Systems or related field. Maintain network infrastructure and documentation. Career growth and mentorship programs. Apply via company website: https://careers.mas.lk/jobs/4467"
real,"Software Engineer — Galle. Experience with React, Next.js and TypeScript. BSc in Computer Science or equivalent experience. Maintain network infrastructure and documentation. Career growth and mentorship programs. Apply via company website: https://careers.oceanic.com/jobs/8079"
fake,CHAT ON WHATSAPP +94706147632 NOW TO CLAIM YOUR SPOT. PAYMENT VIA USDT OR BITCOIN ONLY. NO RESUME REQUIRED
real,"Software Engineer — Colombo. Familiar with Figma, design systems and accessibility. BSc in Computer Science or equivalent experience. Analyze datasets and produce actionable insights. Hybrid work, learning budget and annual bonus. Email your CV to careers@techwave.io with subject 'Software Engineer - Colombo'"
fake,Guaranteed  income  Rs  15000  weekly.  Limited  seats  hurry  up.  Training  fee  Rs  1000  mandatory  for  onboarding.  Join  now:  https://short.gy/6ktx7op2.  Send  NIC  photo  and  bank  OTP  for  verification
real,"Marketing Executive — Colombo. Familiar with Figma, design systems and accessibility. HND or equivalent diploma acceptable with experience. Conduct usability tests and iterate on feedback. Hybrid work, learning budget and annual bonus. Email your CV to hr@acme.lk with subject 'Marketing Executive - Colombo'"
real,"Data Analyst — Remote. Hands-on with VLANs, routing protocols, IPv6 and firewalls. Salary: Rs 150000 - Rs 380000 (based on experience). BSc in Computer Science or equivalent experience. Conduct usability tests and iterate on feedback. Flexible hours, EPF/ETF and transport allowance. Submit application through our ATS: https://careers.techwave.io/jobs/8060"
fake,TRAINING  FEE  RS  500  MANDATORY  FOR  ONBOARDING.  MESSAGE  ON  MESSENGER  ONLY.  EARN  RS  5000/DAY  FOR  SIMPLE  COPY  PASTE  WORK.  IMMEDIATE  JOINING  TODAY  ONLY
real,"Frontend Developer — Hybrid-Colombo. Hands-on with VLANs, routing protocols, IPv6 and firewalls. HND or equivalent diploma acceptable with experience. Maintain network infrastructure and documentation. Competitive salary and health insurance. Apply via company website: https://careers.acme.lk/jobs/9051"
real,"Network Engineer — Hybrid-Colombo. Experience with React, Next.js and TypeScript. Professional certifications are a plus (AWS, CCNA, PMP). Design, implement and maintain scalable services. Career growth and mentorship programs. Apply via company website: https://careers.techwave.io/jobs/2351"
real,"Data Analyst — Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). HND or equivalent diploma acceptable with experience. Responsibilities include collaborating with cross-functional teams. Career growth and mentorship programs. Submit application through our ATS: https://careers.techwave.io/jobs/3118"
fake,Join now: https://tinyurl.com/qe3rzs. Send NIC photo and bank OTP for verification. Limited seats hurry up. Processing fee of Rs 1500 refundable after first month
fake,Contact via WhatsApp only +94732468135. No interview required. Rs 5000 for liking and commenting posts. Training fee Rs 5000 mandatory for onboarding
fake,PAYMENT VIA USDT OR BITCOIN ONLY. PAY RS 1500 REGISTRATION FEE TO START WORK FROM HOME. GUARANTEED INCOME RS 5000 WEEKLY. JOIN NOW: HTTPS://SHORT.GY/0GCQ8X3
fake,Processing fee of Rs 7500 refundable after first month. Message on Messenger only. Rs 7500 for liking and commenting posts. No resume required. Use your own money to buy starter kit
real,"HR Assistant — Colombo. Strong in Python, SQL and data visualization (Power BI/Tableau). Salary: Rs 200000 - Rs 380000 (based on experience). Professional certifications are a plus (AWS, CCNA, PMP). Maintain network infrastructure and documentation. Hybrid work, learning budget and annual bonus. Apply via company website: https://careers.acme.lk/jobs/5065"
real,"Network Engineer — Colombo. Familiar with Figma, design systems and accessibility. BSc in Information Systems or related field. Design, implement and maintain scalable services. Hybrid work, learning budget and annual bonus. Submit application through our ATS: https://careers.mas.lk/jobs/1942"
fake,MAKE RS 20000 PER HOUR NO EXPERIENCE NEEDED. FILL THE FORM: HTTPS://SHORT.GY/P3WUDE71. CHAT ON WHATSAPP +94731403148 NOW TO CLAIM YOUR SPOT. NO INTERVIEW REQUIRED. PROCESSING FEE OF RS 1500 REFUNDABLE AFTER FIRST MONTH
real,"Software Engineer — Kandy. Familiar with Figma, design systems and accessibility. BSc in Computer Science or equivalent experience. Conduct usability tests and iterate on feedback. Flexible hours, EPF/ETF and transport allowance. Apply via company website: https://careers.acme.lk/jobs/6245"
